"","Acc_Index","Vehicle_Reference","Casualty_Reference","Casualty_Class","Sex_of_Casualty","Age_Band_of_Casualty","Casualty_Severity","Pedestrian_Location","Pedestrian_Movement","Car_Passenger","Bus_or_Coach_Passenger","Pedestrian_Road_Maintenance_Worker","Casualty_Type","Casualty_Home_Area_Type"
"302521","201501ZD30695",2,1,1,1,5,3,0,0,0,0,0,3,1
"302531","201501ZD30696",1,1,2,1,11,3,0,0,0,3,0,11,1
"302541","201501ZD30697",1,1,1,1,7,3,0,0,0,0,0,3,1
"302551","201501ZD30697",1,2,3,1,3,2,5,2,0,0,2,0,-1
"302561","201501ZD30698",1,1,3,1,6,2,5,1,0,0,2,0,1
"302571","201501ZD30699",1,1,3,1,3,3,1,3,0,0,2,0,-1
"302581","201501ZD30699",1,2,3,1,3,3,1,3,0,0,2,0,-1
"302591","201501ZD30700",2,1,1,1,7,3,0,0,0,0,0,9,1
"302601","201501ZD30702",1,1,1,1,6,3,0,0,0,0,0,3,-1
"302611","201501ZD30703",2,1,1,1,5,3,0,0,0,0,0,19,1
"302621","201501ZD30704",1,1,3,1,9,3,5,1,0,0,2,0,1
"302631","201501ZD30705",1,1,2,1,-1,3,0,0,0,4,0,11,1
"302641","201501ZD30706",1,1,1,1,7,3,0,0,0,0,0,9,1
"302651","201501ZD30707",1,1,1,1,9,3,0,0,0,0,0,9,1
"302661","201501ZD30708",1,1,1,1,6,3,0,0,0,0,0,9,1
"302671","201501ZD30709",2,1,1,1,5,3,0,0,0,0,0,1,-1
"302681","201501ZD30711",1,1,2,1,6,3,0,0,1,0,0,9,-1
"302691","201501ZD30712",1,1,3,1,6,3,9,5,0,0,2,0,1
"302701","201501ZD30713",1,1,1,1,5,3,0,0,0,0,0,3,1
"302711","201501ZD30714",2,1,1,1,5,3,0,0,0,0,0,1,1
"302721","201501ZD30715",1,1,1,1,7,3,0,0,0,0,0,9,1
"302731","201501ZD30715",2,2,1,1,7,3,0,0,0,0,0,9,1
"302741","201501ZD30717",1,1,1,1,5,3,0,0,0,0,0,3,1
"302751","201501ZD30719",2,1,1,1,8,3,0,0,0,0,0,9,1
"302761","201501ZD30720",1,1,2,2,6,3,0,0,1,0,0,9,1
"302771","201501ZD30721",1,1,1,1,-1,3,0,0,0,0,0,9,1
"302781","201501ZD30721",1,2,2,1,4,3,0,0,1,0,0,9,-1
"302791","201501ZD30721",1,3,2,1,4,3,0,0,2,0,0,9,1
"302801","201501ZD30722",1,1,1,1,11,2,0,0,0,0,0,9,1
"302811","201501ZD30722",3,2,1,2,8,2,0,0,0,0,0,9,1
"302821","201501ZD30722",4,3,1,2,6,3,0,0,0,0,0,9,-1
"302831","201501ZD30722",5,4,1,2,-1,3,0,0,0,0,0,9,-1
"302841","201501ZD30723",2,1,1,2,8,3,0,0,0,0,0,9,1
"302851","201501ZD30724",2,1,1,1,6,3,0,0,0,0,0,1,-1
"302861","201501ZD30725",2,1,1,1,6,3,0,0,0,0,0,1,-1
"302871","201501ZD30726",2,1,1,2,7,3,0,0,0,0,0,9,1
"302881","201501ZD30727",1,1,1,2,6,3,0,0,0,0,0,9,1
"302891","201501ZD30730",1,1,3,2,4,2,5,3,0,0,2,0,-1
"302901","201501ZD30731",2,1,1,1,4,3,0,0,0,0,0,2,1
"302911","201501ZD30732",2,1,1,1,4,3,0,0,0,0,0,1,1
"302921","201501ZD30733",1,1,1,2,5,3,0,0,0,0,0,9,-1
"302931","201501ZD30733",1,2,2,2,-1,3,0,0,2,0,0,9,-1
"302941","201501ZD30735",1,1,2,2,6,3,0,0,0,3,0,11,-1
"302951","201501ZD30736",2,1,1,1,4,3,0,0,0,0,0,1,1
"302961","201501ZD30738",1,2,2,1,6,3,0,0,1,0,0,9,1
"302971","201501ZD30738",2,1,1,1,6,3,0,0,0,0,0,9,1
"302981","201501ZD30739",1,1,1,1,5,3,0,0,0,0,0,9,1
"302991","201501ZD30740",2,1,1,1,6,3,0,0,0,0,0,3,1
"303001","201501ZD30741",1,1,3,2,3,3,1,1,0,0,2,0,1
"303011","201501ZD30742",1,1,3,1,6,3,4,1,0,0,2,0,1
"303021","201501ZD30743",1,1,3,1,2,3,5,1,0,0,2,0,-1
"303031","201501ZD30744",1,1,2,1,2,3,0,0,2,0,0,9,1
"303041","201501ZD30745",2,1,1,1,6,3,0,0,0,0,0,9,1
"303051","201501ZD30746",1,1,1,1,6,3,0,0,0,0,0,9,1
"303061","201501ZD30747",1,1,3,1,1,3,5,3,0,0,2,0,-1
"303071","201501ZD30750",1,1,1,1,8,3,0,0,0,0,0,3,-1
"303081","201501ZD30751",1,1,1,1,8,3,0,0,0,0,0,9,1
"303091","201501ZD30752",1,1,1,1,6,3,0,0,0,0,0,5,1
"303101","201501ZD30753",1,1,1,1,9,3,0,0,0,0,0,9,1
"303111","201501ZD30753",1,2,2,2,5,3,0,0,2,0,0,9,1
"303121","201501ZD30754",1,1,2,2,11,3,0,0,0,3,0,11,1
"303131","201501ZD30755",1,1,3,1,8,3,5,3,0,0,2,0,1
"303141","201501ZD30756",1,1,3,1,8,3,1,1,0,0,2,0,1
"303151","201501ZD30758",1,1,1,1,-1,3,0,0,0,0,0,2,1
"303161","201501ZD30759",2,1,1,2,9,3,0,0,0,0,0,9,1
"303171","201501ZD30761",1,1,1,1,6,3,0,0,0,0,0,3,1
"303181","201501ZD30762",2,1,1,1,6,3,0,0,0,0,0,5,1
"303191","201501ZD30763",1,1,1,1,5,3,0,0,0,0,0,9,1
"303201","201501ZD30763",2,2,1,2,6,3,0,0,0,0,0,9,1
"303211","201501ZD30764",1,1,3,2,6,3,9,6,0,0,2,0,1
"303221","201501ZD30767",1,1,1,1,7,3,0,0,0,0,0,9,-1
"303231","201501ZD30767",2,2,1,1,8,3,0,0,0,0,0,5,1
"303241","201501ZD30768",1,1,1,1,6,3,0,0,0,0,0,19,1
"303251","201501ZD30770",1,1,1,1,5,3,0,0,0,0,0,9,1
"303261","201501ZD30771",1,1,3,1,4,3,10,1,0,0,2,0,-1
"303271","201501ZD30771",1,2,3,2,4,3,10,1,0,0,2,0,-1
"303281","201501ZD30773",2,1,1,1,4,2,0,0,0,0,0,9,1
"303291","201501ZD30773",2,2,2,1,4,3,0,0,1,0,0,9,-1
"303301","201501ZD30774",1,1,3,1,4,3,5,1,0,0,2,0,1
"303311","201501ZD30775",1,1,2,2,7,3,0,0,1,0,0,9,1
"303321","201501ZD30776",1,1,1,1,9,3,0,0,0,0,0,9,1
"303331","201501ZD30776",2,2,2,1,4,3,0,0,1,0,0,9,1
"303341","201501ZD30777",2,1,1,1,9,3,0,0,0,0,0,9,1
"303351","201501ZD30778",1,1,3,1,1,3,5,1,0,0,2,0,1
"303361","201501ZD30780",1,1,1,1,6,3,0,0,0,0,0,1,1
"303371","201501ZD30782",2,1,1,1,5,3,0,0,0,0,0,3,1
"303381","201501ZD30783",1,1,1,2,8,3,0,0,0,0,0,9,1
"303391","201501ZD30783",2,2,1,2,6,3,0,0,0,0,0,9,1
"303401","201501ZD30783",2,3,2,2,-1,3,0,0,2,0,0,9,-1
"303411","201501ZD30785",1,1,1,2,8,3,0,0,0,0,0,9,1
"303421","201501ZD30786",1,1,1,1,6,3,0,0,0,0,0,5,-1
"303431","201501ZD30789",1,1,1,1,4,3,0,0,0,0,0,3,1
"303441","201501ZD30790",1,1,3,2,9,3,4,1,0,0,2,0,1
"303451","201501ZD30791",2,1,1,1,11,3,0,0,0,0,0,2,-1
"303461","201501ZD30792",1,2,2,2,9,3,0,0,2,0,0,9,-1
"303471","201501ZD30792",2,1,1,2,10,3,0,0,0,0,0,9,-1
"303481","201501ZD30794",1,1,1,1,5,3,0,0,0,0,0,9,1
"303491","201501ZD30794",1,2,2,1,6,3,0,0,1,0,0,9,1
"303501","201501ZD30796",1,1,1,2,9,3,0,0,0,0,0,9,1
"303511","201501ZD30796",2,2,1,2,8,3,0,0,0,0,0,9,1
"303521","201501ZD30797",2,1,2,2,8,3,0,0,1,0,0,9,1
"303531","201501ZD30799",2,1,1,1,10,3,0,0,0,0,0,1,1
"303541","201501ZD30802",1,1,3,2,6,2,4,2,0,0,2,0,1
"303551","201501ZD30803",1,1,1,1,4,3,0,0,0,0,0,1,1
"303561","201501ZD30804",1,1,3,2,5,3,6,9,0,0,2,0,1
"303571","201501ZD30806",1,1,2,1,1,3,0,0,2,0,0,9,1
"303581","201501ZD30807",2,1,1,2,7,3,0,0,0,0,0,9,1
"303591","201501ZD30808",1,1,1,1,-1,3,0,0,0,0,0,5,-1
"303601","201501ZD30809",1,1,1,1,6,3,0,0,0,0,0,9,1
"303611","201501ZD30810",2,1,1,1,8,3,0,0,0,0,0,11,1
"303621","201501ZD30810",2,2,2,2,5,3,0,0,0,3,0,11,1
"303631","201501ZD30811",1,1,2,2,10,3,0,0,1,0,0,9,-1
"303641","201501ZD30812",1,1,1,1,8,3,0,0,0,0,0,9,1
"303651","201501ZD30813",2,1,1,2,6,3,0,0,0,0,0,1,1
"303661","201501ZD30814",1,1,3,1,8,2,1,3,0,0,2,0,1
"303671","201501ZD30816",1,1,3,1,3,3,1,1,0,0,2,0,1
"303681","201501ZD30817",2,1,2,2,1,3,0,0,2,0,0,9,-1
"303691","201501ZD30818",1,1,1,1,5,3,0,0,0,0,0,9,1
"303701","201501ZD30818",2,2,1,1,6,3,0,0,0,0,0,9,1
"303711","201501ZD30819",1,1,1,1,7,3,0,0,0,0,0,9,1
"303721","201501ZD30819",1,3,2,2,6,3,0,0,1,0,0,9,1
"303731","201501ZD30819",1,4,2,1,1,3,0,0,2,0,0,9,1
"303741","201501ZD30819",1,5,2,2,5,3,0,0,1,0,0,9,1
"303751","201501ZD30819",2,2,1,2,8,3,0,0,0,0,0,9,1
"303761","201501ZD30819",2,6,2,1,8,3,0,0,1,0,0,9,1
"303771","201501ZD30820",2,1,1,1,-1,3,0,0,0,0,0,9,1
"303781","201501ZD30821",1,1,3,1,1,3,5,1,0,0,2,0,1
"303791","201501ZD30822",1,1,2,2,10,2,0,0,0,4,0,11,1
"303801","201501ZD30823",2,1,1,1,10,3,0,0,0,0,0,9,1
"303811","201501ZD30824",1,1,3,2,8,3,5,9,0,0,2,0,1
"303821","201501ZD30826",1,1,2,2,7,3,0,0,0,4,0,11,1
"303831","201501ZD30827",1,1,1,1,6,3,0,0,0,0,0,9,1
"303841","201501ZD30827",2,2,2,2,7,3,0,0,1,0,0,9,-1
"303851","201501ZD30828",1,1,1,2,7,3,0,0,0,0,0,9,1
"303871","201501ZD30830",2,1,2,2,11,3,0,0,1,0,0,9,1
"303881","201501ZD30831",1,2,2,2,-1,3,0,0,1,0,0,9,1
"303891","201501ZD30831",2,1,1,1,6,3,0,0,0,0,0,1,1
"303911","201501ZD30833",2,1,1,1,5,3,0,0,0,0,0,1,-1
"303921","201501ZD30834",1,1,3,2,4,3,1,1,0,0,2,0,1
"303931","201501ZD30837",2,1,1,1,4,3,0,0,0,0,0,9,1
"303941","201501ZD30839",2,1,1,1,8,3,0,0,0,0,0,9,1
"303951","201501ZD30840",1,1,1,1,7,3,0,0,0,0,0,9,1
"303961","201501ZD30840",1,3,2,1,6,3,0,0,1,0,0,9,1
"303971","201501ZD30840",1,4,2,2,5,3,0,0,2,0,0,9,1
"303981","201501ZD30840",1,5,2,1,6,3,0,0,2,0,0,9,1
"303991","201501ZD30840",2,2,1,1,5,3,0,0,0,0,0,9,1
"304001","201501ZD30840",2,6,2,1,5,3,0,0,2,0,0,9,1
"304011","201501ZD30840",2,7,2,1,6,3,0,0,2,0,0,9,1
"304021","201501ZD30841",2,1,1,1,6,3,0,0,0,0,0,1,1
"304031","201501ZD30842",2,1,1,1,6,3,0,0,0,0,0,9,1
"304041","201501ZD30843",2,1,1,1,5,3,0,0,0,0,0,3,-1
"304051","201501ZD30844",2,1,1,1,-1,2,0,0,0,0,0,5,1
"304061","201501ZD30845",2,1,1,1,5,3,0,0,0,0,0,4,1
"304071","201501ZD30846",2,1,1,1,4,3,0,0,0,0,0,3,1
"304081","201501ZD30847",1,1,1,2,5,3,0,0,0,0,0,9,1
"304091","201501ZD30848",1,1,1,2,7,3,0,0,0,0,0,9,1
"304101","201501ZD30849",1,1,2,1,6,3,0,0,1,0,0,9,1
"304111","201501ZD30850",1,1,3,2,9,3,4,3,0,0,2,0,1
"304121","201501ZD30851",2,1,1,1,6,3,0,0,0,0,0,9,1
"304131","201501ZD30852",2,1,1,1,6,3,0,0,0,0,0,5,1
"304141","201501ZD30853",1,1,1,1,8,3,0,0,0,0,0,9,-1
"304151","201501ZD30854",1,1,1,1,4,3,0,0,0,0,0,3,1
"304161","201501ZD30855",1,1,1,1,7,2,0,0,0,0,0,19,1
"30417","201501ZD30856",1,1,3,1,11,3,5,1,0,0,2,0,1
"304181","201501ZD30858",1,1,1,2,7,3,0,0,0,0,0,9,1
"304191","201501ZD30858",2,2,1,1,6,3,0,0,0,0,0,9,1
"304201","201501ZD30858",2,3,2,1,4,3,0,0,1,0,0,9,1
"304211","201501ZD30859",1,1,1,2,5,3,0,0,0,0,0,9,1
"304221","201501ZD30860",1,1,2,2,8,3,0,0,0,2,0,11,1
"304231","201501ZD30862",1,1,2,2,10,3,0,0,0,4,0,11,1
"304241","201501ZD30863",2,1,1,2,6,3,0,0,0,0,0,9,1
"304251","201501ZD30863",4,2,1,2,10,3,0,0,0,0,0,9,-1
"304261","201501ZD30863",4,3,2,1,3,3,0,0,1,0,0,9,1
"30427","201501ZD30864",1,1,2,2,8,3,0,0,0,4,0,11,1
"30428","201501ZD30865",1,1,1,1,10,3,0,0,0,0,0,4,1
"30429","201501ZD30866",1,1,3,1,11,3,5,1,0,0,2,0,1
"30430","201501ZD30867",1,1,1,1,7,3,0,0,0,0,0,5,1
"30431","201501ZD30867",1,2,2,2,-1,3,0,0,0,0,0,5,-1
"30432","201501ZD30868",1,1,3,1,8,3,1,1,0,0,2,0,-1
"30433","201501ZD30869",1,1,1,2,6,2,0,0,0,0,0,9,1
"30434","201501ZD30871",1,1,3,1,4,3,1,1,0,0,2,0,1
"30435","201501ZD30872",1,1,3,1,-1,3,1,1,0,0,2,0,-1
"30436","201501ZD30874",1,1,1,2,7,3,0,0,0,0,0,9,1
"30437","201501ZD30874",1,2,2,2,2,3,0,0,1,0,0,9,1
"30438","201501ZD30875",1,1,1,1,6,3,0,0,0,0,0,9,-1
"30439","201501ZD30876",2,1,1,1,6,3,0,0,0,0,0,1,1
"30440","201501ZD30877",1,1,1,2,5,3,0,0,0,0,0,3,1
"30441","201501ZD30878",2,1,1,1,6,3,0,0,0,0,0,1,-1
"30442","201501ZD30879",1,1,3,1,1,3,4,1,0,0,2,0,1
"30443","201501ZD30880",2,1,2,2,2,3,0,0,2,0,0,9,1
"30444","201501ZD30882",2,1,1,1,9,3,0,0,0,0,0,2,1
"30445","201501ZD30884",2,1,1,1,6,3,0,0,0,0,0,9,1
"30446","201501ZD30885",1,1,3,2,3,3,1,4,0,0,2,0,1
"30447","201501ZD30886",1,1,1,1,7,3,0,0,0,0,0,5,1
"30448","201501ZD30887",1,1,1,1,6,3,0,0,0,0,0,9,-1
"30449","201501ZD30888",1,1,1,1,8,3,0,0,0,0,0,1,1
"30450","201501ZD30889",1,1,1,1,4,3,0,0,0,0,0,3,1
"30451","201501ZD30889",1,2,3,1,4,3,5,9,0,0,2,0,1
"30452","201501ZD30890",1,1,1,1,9,3,0,0,0,0,0,3,-1
"30453","201501ZD30891",1,1,1,2,7,3,0,0,0,0,0,9,1
"30454","201501ZD30892",1,1,1,1,6,3,0,0,0,0,0,9,1
"30455","201501ZD30893",1,1,1,1,8,3,0,0,0,0,0,9,1
"30456","201501ZD30895",1,1,3,1,2,3,5,1,0,0,2,0,-1
"30457","201501ZD30896",2,1,1,1,6,3,0,0,0,0,0,5,1
"30458","201501ZD30897",1,1,1,1,4,3,0,0,0,0,0,9,-1
"30459","201501ZD30898",1,1,3,2,6,3,5,1,0,0,2,0,1
"30460","201501ZD30898",1,2,3,1,1,3,5,1,0,0,2,0,1
"30461","201501ZD30899",1,1,1,2,7,3,0,0,0,0,0,9,1
"30462","201501ZD30901",1,1,3,1,9,3,1,3,0,0,2,0,1
"30463","201501ZD30902",2,1,1,2,7,3,0,0,0,0,0,9,1
"30464","201501ZD30903",1,1,2,1,5,3,0,0,1,0,0,9,1
"30465","201501ZD30904",2,1,1,1,4,3,0,0,0,0,0,1,1
"30466","201501ZD30906",1,1,3,1,-1,3,1,1,0,0,2,0,1
"30467","201501ZD30907",1,1,3,1,1,3,1,1,0,0,2,0,1
"30468","201501ZD30908",1,1,3,2,4,3,1,1,0,0,2,0,1
"30469","201501ZD30909",2,1,1,2,8,3,0,0,0,0,0,9,1
"30470","201501ZD30910",1,2,2,1,6,3,0,0,1,0,0,9,1
"30471","201501ZD30910",2,1,1,1,7,3,0,0,0,0,0,9,1
"30472","201501ZD30913",2,1,1,1,8,3,0,0,0,0,0,9,1
"30473","201501ZD30913",2,2,2,1,7,3,0,0,1,0,0,9,1
"30474","201501ZD30915",1,1,3,2,6,3,1,1,0,0,2,0,1
"30475","201501ZD30915",1,2,3,2,1,3,1,1,0,0,2,0,1
"30476","201501ZD30916",2,1,2,2,3,3,0,0,1,0,0,9,1
"30477","201501ZD30916",2,2,2,2,2,3,0,0,2,0,0,9,1
"30478","201501ZD30917",1,1,2,2,11,2,0,0,2,0,0,9,-1
"30479","201501ZD30919",1,1,1,1,6,3,0,0,0,0,0,3,1
"30480","201501ZD30920",1,1,1,1,8,3,0,0,0,0,0,9,1
"30481","201501ZD30920",1,2,2,1,2,3,0,0,1,0,0,9,-1
"30482","201501ZD30920",2,3,1,2,6,3,0,0,0,0,0,9,1
"30483","201501ZD30920",2,4,2,1,1,3,0,0,2,0,0,9,-1
"30484","201501ZD30921",2,1,1,2,6,3,0,0,0,0,0,9,1
"30485","201501ZD30922",1,1,3,1,8,3,9,5,0,0,2,0,-1
"30486","201501ZD30923",1,1,1,2,8,3,0,0,0,0,0,9,1
"30487","201501ZD30924",1,1,1,1,7,3,0,0,0,0,0,9,1
"30488","201501ZD30925",1,1,1,1,8,3,0,0,0,0,0,9,1
"30489","201501ZD30926",2,1,1,1,7,3,0,0,0,0,0,3,1
"30490","201501ZD30927",1,1,1,1,5,3,0,0,0,0,0,3,1
"30491","201501ZD30928",1,1,1,2,6,3,0,0,0,0,0,3,1
"30492","201501ZD30929",1,1,2,2,10,3,0,0,0,4,0,11,1
"30493","201501ZD30930",1,1,1,2,6,3,0,0,0,0,0,9,1
"30494","201501ZD30931",1,1,1,2,-1,3,0,0,0,0,0,9,-1
"30495","201501ZD30931",2,2,1,1,6,3,0,0,0,0,0,9,1
"30496","201501ZD30932",1,1,3,2,4,3,6,9,0,0,2,0,1
"30497","201501ZD30933",1,1,1,2,9,3,0,0,0,0,0,9,1
"30498","201501ZD30934",1,1,1,1,5,3,0,0,0,0,0,9,1
"30499","201501ZD30935",1,1,3,2,10,3,5,9,0,0,2,0,1
"30500","201501ZD30936",1,1,1,2,7,3,0,0,0,0,0,9,1
"30501","201501ZD30937",1,1,1,1,8,3,0,0,0,0,0,9,1
"30502","201501ZD30941",1,1,3,2,5,3,1,1,0,0,2,0,1
"30503","201501ZD30942",1,1,3,2,8,3,5,3,0,0,2,0,1
"30504","201501ZD30943",1,1,1,1,5,3,0,0,0,0,0,9,1
"30505","201501ZD30943",3,2,1,1,-1,2,0,0,0,0,0,9,-1
"30506","201501ZD30943",3,3,2,2,8,2,0,0,1,0,0,9,1
"30507","201501ZD30947",1,1,1,2,6,3,0,0,0,0,0,9,-1
"30508","201501ZD30947",2,2,1,1,7,3,0,0,0,0,0,9,1
"30509","201501ZD30948",1,1,1,1,8,3,0,0,0,0,0,5,1
"30510","201501ZD30948",1,2,2,1,8,2,0,0,0,0,0,5,1
"30511","201501ZD30949",1,1,1,2,7,3,0,0,0,0,0,9,1
"305121","201501ZD30950",1,1,3,2,7,3,5,1,0,0,2,0,1
"30513","201501ZD30951",1,1,1,1,5,3,0,0,0,0,0,19,-1
"30514","201501ZD30951",1,2,2,2,7,3,0,0,0,0,0,19,-1
"30515","201501ZD30952",2,1,1,1,6,3,0,0,0,0,0,3,1
"30516","201501ZD30953",1,1,3,1,6,3,6,9,0,0,2,0,1
"30517","201501ZD30955",1,1,1,1,8,3,0,0,0,0,0,9,1
"30518","201501ZD30955",1,2,2,2,6,3,0,0,1,0,0,9,-1
"30519","201501ZD30957",2,1,1,2,6,3,0,0,0,0,0,1,-1
"30520","201501ZD30958",2,1,1,1,5,3,0,0,0,0,0,1,-1
"30523","201501ZD30961",1,1,1,1,4,3,0,0,0,0,0,3,1
"30524","201501ZD30962",2,1,1,1,7,3,0,0,0,0,0,1,-1
"30525","201501ZD30963",2,1,1,1,6,3,0,0,0,0,0,1,1
"30526","201501ZD30964",1,1,1,1,4,3,0,0,0,0,0,3,1
"30527","201501ZD30965",1,1,3,2,11,3,5,1,0,0,2,0,-1
"30528","201501ZD30966",1,1,3,1,4,3,1,1,0,0,2,0,1
"30529","201501ZD30967",1,1,1,2,9,3,0,0,0,0,0,9,1
"30530","201501ZD30967",1,2,2,2,6,3,0,0,1,0,0,9,1
"30531","201501ZD30968",1,1,1,2,5,3,0,0,0,0,0,9,1
"30532","201501ZD30969",1,1,2,2,8,3,0,0,0,3,0,18,1
"30533","201501ZD30970",2,1,1,1,-1,3,0,0,0,0,0,9,-1
"30534","201501ZD30971",1,1,3,2,6,3,1,1,0,0,2,0,1
"30535","201501ZD30972",1,1,3,2,3,3,5,3,0,0,2,0,1
"30536","201501ZD30972",1,2,3,1,3,3,5,3,0,0,2,0,-1
"30537","201501ZD30972",1,3,3,2,-1,3,5,3,0,0,2,0,-1
"30538","201501ZD30973",1,1,1,2,8,3,0,0,0,0,0,1,1
"30539","201501ZD30974",1,1,1,2,7,3,0,0,0,0,0,9,1
"30540","201501ZD30975",2,1,2,2,6,3,0,0,1,0,0,9,-1
"30541","201501ZD30976",2,1,1,1,-1,3,0,0,0,0,0,2,1
"30542","201501ZD30977",1,1,1,1,8,3,0,0,0,0,0,9,1
"30543","201501ZD30978",1,1,1,1,8,3,0,0,0,0,0,9,1
"30544","201501ZD30979",2,1,1,1,6,3,0,0,0,0,0,9,1
"30545","201501ZD30980",1,1,1,1,5,3,0,0,0,0,0,3,1
"30546","201501ZD30981",1,1,1,1,5,3,0,0,0,0,0,3,-1
"30547","201501ZD30982",2,1,1,1,7,3,0,0,0,0,0,1,1
"30548","201501ZD30983",1,1,1,1,-1,3,0,0,0,0,0,9,1
"30549","201501ZD30983",2,2,1,1,7,3,0,0,0,0,0,9,-1
"30550","201501ZD30984",1,1,1,1,9,3,0,0,0,0,0,1,-1
"30551","201501ZD30985",1,1,1,1,4,3,0,0,0,0,0,3,1
"30552","201501ZD30987",1,1,3,1,4,3,9,8,0,0,2,0,1
"30553","201501ZD30989",1,1,1,1,5,3,0,0,0,0,0,3,1
"30554","201501ZD30990",1,1,1,1,6,3,0,0,0,0,0,11,1
"30555","201501ZD30991",2,1,1,2,5,3,0,0,0,0,0,9,1
"30556","201501ZD30992",1,1,3,2,11,3,6,9,0,0,2,0,-1
"30557","201501ZD30994",1,1,1,1,5,3,0,0,0,0,0,3,1
"30558","201501ZD30997",1,1,3,1,9,3,5,3,0,0,2,0,1
"30559","201501ZD30998",1,1,2,2,10,3,0,0,0,1,0,11,1
"30560","201501ZD31000",1,1,1,2,8,3,0,0,0,0,0,9,1
"30561","201501ZD31001",1,3,2,1,-1,3,0,0,1,0,0,9,-1
"30562","201501ZD31001",2,1,2,1,-1,3,0,0,1,0,0,9,-1
"30563","201501ZD31001",2,2,2,1,-1,3,0,0,2,0,0,9,-1
"30564","201501ZD31002",2,1,1,2,5,3,0,0,0,0,0,9,1
"30565","201501ZD31002",2,2,2,1,6,3,0,0,1,0,0,9,1
"30566","201501ZD31003",2,1,1,2,6,3,0,0,0,0,0,9,1
"30567","201501ZD31004",2,1,1,2,7,3,0,0,0,0,0,1,1
"30568","201501ZD31005",1,1,1,1,4,3,0,0,0,0,0,3,1
"30569","201501ZD31007",1,1,1,1,6,3,0,0,0,0,0,19,1
"30570","201501ZD31008",2,1,1,2,4,3,0,0,0,0,0,3,1
"30571","201501ZD31009",2,1,1,1,9,3,0,0,0,0,0,21,1
"30572","201501ZD31010",1,1,1,1,5,3,0,0,0,0,0,3,1
"30573","201501ZD31011",1,1,1,2,6,3,0,0,0,0,0,9,1
"30574","201501ZD31011",1,2,2,1,4,3,0,0,1,0,0,9,1
"30575","201501ZD31013",1,1,2,2,7,3,0,0,0,3,0,11,1
"30576","201501ZD31014",1,1,3,1,6,3,5,1,0,0,2,0,1
"30577","201501ZD31015",1,1,1,1,6,3,0,0,0,0,0,9,1
"30578","201501ZD31016",1,1,3,1,8,3,4,1,0,0,2,0,-1
"30579","201501ZD31017",1,2,3,1,7,2,6,9,0,0,2,0,1
"30580","201501ZD31017",2,1,1,1,-1,3,0,0,0,0,0,3,1
"30581","201501ZD31018",1,1,1,1,7,3,0,0,0,0,0,9,1
"30582","201501ZD31018",2,2,1,2,6,3,0,0,0,0,0,9,1
"30583","201501ZD31020",1,1,3,2,6,3,6,9,0,0,2,0,-1
"30584","201501ZD31021",1,1,1,2,4,3,0,0,0,0,0,9,1
"30585","201501ZD31022",1,1,3,1,-1,3,5,1,0,0,2,0,-1
"30586","201501ZD31023",2,1,1,1,9,3,0,0,0,0,0,9,1
"30587","201501ZD31024",1,1,1,1,6,3,0,0,0,0,0,9,-1
"30588","201501ZD31024",1,2,2,1,7,3,0,0,1,0,0,9,3
"30589","201501ZD31025",1,1,1,2,5,3,0,0,0,0,0,9,1
"30590","201501ZD31025",2,2,1,2,6,3,0,0,0,0,0,9,1
"30591","201501ZD31025",2,3,2,2,5,3,0,0,1,0,0,9,-1
"30592","201501ZD31026",2,1,1,1,8,3,0,0,0,0,0,5,1
"30593","201501ZD31026",2,2,2,1,4,3,0,0,0,0,0,5,-1
"30594","201501ZD31027",1,1,3,1,4,3,5,1,0,0,2,0,1
"30595","201501ZD31028",1,1,1,1,8,3,0,0,0,0,0,9,1
"30596","201501ZD31029",1,1,2,2,10,3,0,0,0,3,0,11,-1
"30597","201501ZD31031",1,1,1,1,6,3,0,0,0,0,0,1,1
"30598","201501ZD31032",2,1,1,1,6,3,0,0,0,0,0,3,3
"30599","201501ZD31033",2,1,1,1,4,3,0,0,0,0,0,3,1
"30600","201501ZD31034",1,1,3,1,6,3,4,1,0,0,2,0,1
"30601","201501ZD31036",2,1,1,1,4,3,0,0,0,0,0,3,1
"30602","201501ZD31037",1,1,3,1,3,3,4,1,0,0,2,0,1
"30603","201501ZD31038",1,1,1,1,7,3,0,0,0,0,0,11,1
"30604","201501ZD31038",1,2,2,2,6,3,0,0,0,4,0,11,1
"30605","201501ZD31039",1,1,1,1,6,3,0,0,0,0,0,1,1
"30606","201501ZD31040",1,1,3,2,10,3,5,1,0,0,2,0,1
"30607","201501ZD31041",1,1,1,1,4,3,0,0,0,0,0,3,1
"30608","201501ZD31042",1,1,1,1,7,3,0,0,0,0,0,3,1
"30609","201501ZD31043",1,1,3,1,7,2,4,1,0,0,2,0,1
"30610","201501ZD31044",1,1,3,1,6,3,5,1,0,0,2,0,-1
"30611","201501ZD31045",1,1,1,2,7,3,0,0,0,0,0,9,1
"30612","201501ZD31045",1,2,2,1,3,3,0,0,1,0,0,9,-1
"30613","201501ZD31046",1,1,1,1,4,3,0,0,0,0,0,2,1
"30614","201501ZD31047",1,1,1,1,4,3,0,0,0,0,0,3,1
"30615","201501ZD31048",1,1,1,1,6,3,0,0,0,0,0,1,1
"30616","201501ZD31049",1,1,3,2,3,3,5,2,0,0,2,0,1
