"","Acc_Index","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location.Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","X1st_Point_of_Impact","Was_Vehicle_Left_Hand_Drive","Journey_Purpose_of_Driver","Sex_of_Driver","Age_Band_of_Driver","Engine_Capacity_.CC.","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type"
"43944","201401ZD30099",1,9,0,18,0,8,0,0,0,0,3,1,6,1,7,1870,2,13,4,1
"43945","201401ZD30099",2,9,0,9,0,8,0,0,0,0,1,1,6,1,6,1390,1,11,2,1
"43946","201401ZD30099",3,9,0,18,0,8,0,0,0,0,1,1,6,2,8,1796,1,2,3,1
"43947","201401ZD30100",1,1,0,18,0,1,0,0,0,0,0,1,6,1,6,-1,-1,-1,4,1
"43948","201401ZD30100",2,9,0,13,0,1,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
"43949","201401ZD30101",1,9,0,7,0,8,0,0,0,0,3,1,6,2,8,1198,1,8,2,1
"43950","201401ZD30101",2,8,0,18,0,8,0,0,0,0,1,1,1,1,7,1968,2,5,3,1
"43951","201401ZD30102",1,3,0,3,0,1,0,0,0,0,2,1,1,1,5,125,1,4,4,1
"43952","201401ZD30102",2,9,0,5,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43953","201401ZD30103",1,5,0,18,0,8,0,0,0,0,1,1,1,1,6,599,1,7,4,1
"43954","201401ZD30103",2,9,0,7,0,8,0,0,0,0,3,1,6,1,8,1198,1,2,9,3
"43955","201401ZD30104",1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43956","201401ZD30106",1,11,0,18,0,2,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1
"43957","201401ZD30107",1,9,0,3,0,1,0,0,0,0,2,1,6,2,7,1799,1,6,-1,-1
"43958","201401ZD30107",2,9,0,3,0,1,0,0,0,0,2,1,6,2,7,1689,2,14,-1,-1
"43959","201401ZD30107",3,9,0,3,0,1,0,0,0,0,2,1,6,2,6,1198,1,9,8,1
"43960","201401ZD30107",4,9,0,4,0,1,0,0,0,0,1,1,6,1,8,3199,1,12,4,1
"43961","201401ZD30108",1,1,0,9,0,8,0,0,0,0,4,1,6,1,8,-1,-1,-1,-1,-1
"43962","201401ZD30108",2,9,0,18,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
"43963","201401ZD30109",1,9,0,18,0,1,0,0,0,0,1,1,6,2,7,2000,1,10,7,1
"43964","201401ZD30110",1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1910,2,5,5,1
"43965","201401ZD30110",2,1,0,18,0,1,0,0,0,0,2,1,6,1,4,-1,-1,-1,3,1
"43966","201401ZD30111",1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1796,1,10,5,1
"43967","201401ZD30112",1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,5,1
"43968","201401ZD30112",2,9,0,9,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
"43969","201401ZD30113",1,11,0,3,0,1,0,0,0,0,2,1,1,1,7,-1,2,11,2,1
"43970","201401ZD30113",2,9,0,4,0,1,0,0,0,0,1,1,1,1,5,1390,1,9,9,1
"43971","201401ZD30114",1,9,0,18,0,0,0,0,0,0,1,1,6,2,4,1390,1,3,6,1
"43972","201401ZD30116",1,9,0,18,0,8,0,0,0,0,1,1,6,2,6,1600,1,14,3,1
"43973","201401ZD30116",2,19,0,9,0,8,0,0,0,0,4,1,1,1,7,1997,2,1,-1,-1
"43974","201401ZD30117",1,9,0,18,0,2,0,0,0,0,1,1,6,1,8,2148,2,12,3,1
"43975","201401ZD30118",1,19,0,9,0,8,0,0,0,0,4,1,1,1,8,1598,2,3,-1,-1
"43976","201401ZD30118",2,1,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,4,1
"43977","201401ZD30119",1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43978","201401ZD30120",1,9,0,18,0,0,0,0,0,0,1,1,6,1,8,1461,2,6,-1,-1
"43979","201401ZD30120",2,9,0,7,0,0,0,0,0,0,3,1,6,2,7,1794,1,9,2,1
"43982","201401ZD30122",1,9,0,18,0,8,0,0,0,0,3,1,1,1,-1,-1,-1,-1,-1,-1
"43983","201401ZD30122",2,19,0,18,0,8,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
"43984","201401ZD30123",1,9,0,18,0,8,0,0,0,0,1,1,6,2,11,1769,2,19,10,3
"43985","201401ZD30125",1,9,0,7,0,8,0,0,0,0,3,1,6,1,8,1149,1,18,2,1
"43986","201401ZD30125",2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,2,1
"43987","201401ZD30126",1,8,0,2,0,0,0,0,0,0,2,1,1,1,8,1997,2,3,-1,-1
"43988","201401ZD30126",2,9,0,18,0,0,0,0,0,0,1,1,6,1,6,1461,2,9,-1,1
"43989","201401ZD30127",1,9,0,18,0,8,0,0,0,0,4,1,6,1,7,999,1,8,3,1
"43990","201401ZD30127",2,9,0,18,0,8,0,0,0,0,1,1,6,1,9,-1,-1,-1,6,1
"43991","201401ZD30129",1,2,0,18,0,8,0,0,0,0,1,1,6,1,6,124,1,2,6,1
"43992","201401ZD30129",2,9,0,9,0,8,0,0,0,0,3,1,6,1,8,1242,1,14,1,1
"43993","201401ZD30130",1,9,0,18,0,1,0,0,0,0,3,1,6,1,6,1896,2,5,10,1
"43994","201401ZD30130",2,4,0,11,0,1,0,0,0,0,4,1,6,1,5,125,1,3,3,1
"43995","201401ZD30133",1,9,0,4,0,8,0,0,0,0,2,1,1,1,8,-1,-1,-1,4,1
"43996","201401ZD30133",2,3,0,4,0,8,0,0,0,0,1,1,6,1,-1,1250,1,5,4,1
"43997","201401ZD30134",1,11,0,18,0,8,0,10,1,2,1,1,1,1,6,4500,2,7,6,1
"43998","201401ZD30135",1,9,0,18,0,1,0,0,0,0,1,1,6,1,9,1988,1,15,5,1
"43999","201401ZD30136",1,4,0,18,0,8,0,0,0,0,1,1,6,1,9,599,1,1,3,1
"44000","201401ZD30136",2,9,0,9,0,8,0,0,0,0,3,1,6,1,8,1686,2,8,6,1
"44001","201401ZD30138",1,9,0,18,0,8,0,0,0,0,4,1,6,1,9,998,1,9,4,1
"44002","201401ZD30138",2,9,0,4,0,8,0,0,0,0,1,1,6,1,-1,1984,1,7,-1,-1
"44003","201401ZD30139",1,9,0,18,0,1,0,0,0,0,1,1,6,1,7,2204,2,7,3,1
"44004","201401ZD30141",1,90,0,18,0,8,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
"44005","201401ZD30141",2,9,0,18,0,8,0,0,0,0,4,1,6,1,-1,1339,1,7,-1,-1
"44006","201401ZD30142",1,9,0,9,0,8,0,0,0,0,1,1,6,1,7,1596,1,12,10,1
"44007","201401ZD30143",1,9,0,18,0,8,0,0,0,0,4,1,6,2,10,1299,1,12,3,1
"44008","201401ZD30143",2,9,0,9,0,8,0,0,0,0,1,1,6,1,4,1299,1,13,10,1
"44009","201401ZD30144",1,9,0,3,0,0,0,0,0,0,2,1,6,2,5,1124,1,9,-1,-1
"44010","201401ZD30144",2,9,0,4,0,0,0,0,0,0,1,1,6,1,9,1598,1,8,6,1
"44011","201401ZD30145",1,9,0,18,0,0,0,0,0,0,1,1,6,1,10,1596,1,13,2,1
"44012","201401ZD30146",1,9,0,9,0,8,0,0,0,0,1,1,6,2,6,-1,-1,-1,3,1
"44013","201401ZD30146",2,4,0,18,0,8,0,0,0,0,1,1,6,1,6,108,1,4,-1,-1
"44014","201401ZD30147",1,9,0,17,0,8,0,0,0,0,1,1,6,2,7,2231,2,8,3,1
"44015","201401ZD30147",2,1,0,9,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,5,1
"44016","201401ZD30148",1,9,0,5,0,8,0,0,0,0,1,1,6,1,-1,1364,2,2,-1,-1
"44017","201401ZD30149",1,11,0,3,0,0,0,0,0,0,0,1,1,2,8,4500,2,5,3,1
"44018","201401ZD30155",1,8,0,5,0,2,0,0,0,0,1,1,1,2,-1,1497,8,5,-1,-1
"44019","201401ZD30156",1,11,0,18,0,1,0,0,0,0,1,1,1,1,9,9000,2,5,1,1
"44020","201401ZD30158",1,9,0,9,0,8,0,0,0,0,4,1,6,1,7,1560,2,7,1,1
"44021","201401ZD30158",2,9,0,18,0,8,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
"44022","201401ZD30159",1,9,0,18,0,2,0,0,0,0,2,1,6,1,7,-1,-1,-1,7,3
"44023","201401ZD30159",2,9,0,18,0,2,0,0,0,0,1,1,6,1,7,2099,1,11,-1,-1
"44025","201401ZD30161",1,9,0,18,0,0,1,0,0,0,1,1,6,1,5,-1,-1,-1,2,1
"44026","201401ZD30161",2,9,0,18,0,0,0,0,0,0,1,1,6,1,8,-1,-1,-1,9,1
"44027","201401ZD30162",1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,1360,1,15,4,1
"44028","201401ZD30162",2,1,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,5,1
"44029","201401ZD30163",1,9,0,9,0,8,0,0,0,0,4,1,1,1,6,1560,2,3,-1,-1
"44030","201401ZD30163",2,3,0,18,0,8,0,0,0,0,1,1,6,2,8,124,1,12,-1,-1
"44031","201401ZD30164",1,9,0,18,0,8,0,0,0,0,3,1,6,2,7,1997,1,4,5,1
"44032","201401ZD30164",2,9,0,18,0,8,0,0,0,0,1,1,6,2,4,1299,1,8,4,1
"44033","201401ZD30166",1,11,0,5,0,0,0,0,0,0,0,1,1,1,7,6696,2,1,3,1
"44034","201401ZD30167",1,9,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,10,1
"44035","201401ZD30167",2,9,0,18,0,8,0,0,0,0,1,1,6,2,5,1108,1,7,9,1
"44036","201401ZD30169",1,4,0,3,0,1,0,0,0,0,2,1,6,1,6,125,1,2,3,1
"44037","201401ZD30169",2,9,0,5,0,1,0,0,0,0,1,1,6,2,6,1598,2,4,6,1
"44038","201401ZD30170",1,19,0,3,0,0,0,0,0,0,2,1,6,1,5,1248,2,2,2,1
"44039","201401ZD30170",2,9,0,18,0,0,0,0,0,0,1,1,6,2,-1,989,1,15,6,1
"44040","201401ZD30171",1,11,0,4,0,0,0,0,0,0,0,1,1,1,7,-1,2,11,6,1
"44041","201401ZD30174",1,9,0,9,0,8,0,0,0,0,3,1,6,2,8,1242,1,10,3,1
"44042","201401ZD30174",2,5,0,13,0,8,0,0,0,0,1,1,6,1,7,600,1,9,2,1
"44043","201401ZD30175",1,9,0,9,0,8,0,0,0,0,3,1,6,2,7,1796,1,13,5,1
"44044","201401ZD30175",2,3,0,18,0,8,0,0,0,0,1,1,6,2,7,-1,-1,-1,6,1
"44045","201401ZD30176",1,9,0,18,0,2,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
"44046","201401ZD30177",1,9,0,9,0,8,0,0,0,0,4,1,6,1,7,1242,1,16,-1,-1
"44047","201401ZD30177",2,19,0,18,0,8,0,0,0,0,1,1,6,1,8,1587,1,5,7,1
"44048","201401ZD30178",1,1,0,18,0,8,0,0,0,0,3,1,6,1,5,-1,-1,-1,2,1
"44049","201401ZD30178",2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"44050","201401ZD30179",1,8,0,9,0,8,0,0,0,0,1,1,6,1,8,1998,2,5,3,1
"44051","201401ZD30179",2,5,0,18,0,8,0,0,0,0,1,1,6,1,6,998,1,8,3,1
"44052","201401ZD30181",1,9,0,18,0,0,0,10,8,3,1,1,6,1,5,1388,1,10,-1,-1
"44053","201401ZD30182",1,9,0,2,0,0,0,0,0,0,0,1,6,1,5,1388,1,9,-1,-1
"44054","201401ZD30182",2,3,0,18,0,0,0,0,0,0,0,1,1,1,5,124,1,3,2,1
"44055","201401ZD30185",1,9,0,18,0,1,0,0,0,0,3,1,1,1,-1,-1,-1,-1,1,1
"44056","201401ZD30185",2,9,0,11,0,1,0,0,0,0,4,1,6,1,6,-1,-1,-1,1,1
"44057","201401ZD30187",1,9,0,18,0,8,0,0,0,0,4,1,6,1,10,602,1,24,4,1
"44058","201401ZD30187",2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,2143,2,2,-1,-1
"44059","201401ZD30187",3,9,0,2,0,8,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
"44060","201401ZD30188",1,3,0,14,0,1,0,8,0,0,1,1,6,1,8,124,1,6,4,1
"44061","201401ZD30188",2,9,0,3,0,1,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
"44062","201401ZD30189",1,1,0,18,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,3,1
"44063","201401ZD30189",2,9,0,5,0,8,0,0,0,0,1,1,6,3,-1,1396,1,15,-1,-1
"44064","201401ZD30190",1,9,0,18,0,2,0,0,0,0,1,1,6,1,10,1794,1,10,4,1
"44065","201401ZD30192",1,5,0,9,0,8,0,0,0,0,3,1,6,1,7,-1,-1,-1,5,1
"44066","201401ZD30192",2,9,0,9,0,8,0,0,0,0,1,1,6,1,7,1998,2,6,-1,2
"44067","201401ZD30193",1,9,0,4,0,1,0,0,0,0,2,1,6,1,6,2171,1,10,8,1
"44068","201401ZD30193",2,9,0,4,0,1,0,0,0,0,2,1,6,1,9,1349,1,12,5,1
"44069","201401ZD30193",3,9,0,4,0,1,0,0,0,0,1,1,6,2,5,1149,1,9,6,1
"44070","201401ZD30195",1,1,0,18,0,0,0,8,0,0,1,1,6,1,10,-1,-1,-1,8,1
"44071","201401ZD30195",2,9,0,2,0,0,0,0,0,0,3,1,6,2,-1,2148,2,9,-1,-1
"44072","201401ZD30197",1,3,0,18,0,0,0,0,0,0,1,1,6,1,6,125,1,-1,1,1
"44073","201401ZD30197",2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,1986,1,25,-1,-1
"44074","201401ZD30199",1,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,1242,1,12,4,1
"44075","201401ZD30199",2,9,0,4,0,2,0,0,0,0,1,1,6,3,-1,1796,1,2,-1,-1
"44076","201401ZD30200",1,9,0,18,0,1,0,0,0,0,1,1,6,1,8,1994,1,9,8,1
"44077","201401ZD30200",2,9,0,18,0,2,0,0,0,0,1,1,6,1,7,1997,2,6,6,1
"44078","201401ZD30201",1,9,0,7,0,8,0,0,0,0,3,1,6,1,5,1339,1,-1,8,1
"44079","201401ZD30201",2,9,0,18,0,8,0,0,0,0,1,1,6,2,8,2199,2,3,9,1
"44080","201401ZD30202",1,9,0,4,0,1,0,0,0,0,1,1,6,2,6,1229,1,8,2,1
"44081","201401ZD30202",2,9,0,4,0,1,0,0,0,0,2,1,6,1,10,1986,2,7,5,1
"44082","201401ZD30203",1,9,0,4,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"44083","201401ZD30203",2,9,0,4,0,8,0,0,0,0,2,1,6,2,5,1596,1,4,5,1
"44084","201401ZD30205",1,9,0,4,0,1,0,0,0,0,1,1,6,1,6,1598,1,13,4,1
"44085","201401ZD30205",2,9,0,4,0,1,0,0,0,0,2,1,6,1,6,1988,1,9,5,1
"44086","201401ZD30206",1,19,0,7,0,8,0,0,0,0,3,1,1,1,6,1995,2,1,-1,-1
"44087","201401ZD30206",2,1,0,17,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,-1
"44088","201401ZD30207",1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
"44089","201401ZD30208",1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1984,2,2,6,1
"44090","201401ZD30209",1,9,0,4,0,2,0,0,0,0,1,1,6,2,6,998,1,14,9,1
"44091","201401ZD30209",2,5,0,3,0,2,0,0,0,0,2,1,6,1,8,582,1,1,2,1
"44092","201401ZD30211",1,9,0,3,0,8,0,0,0,0,2,1,6,2,4,-1,-1,-1,10,1
"44093","201401ZD30211",2,9,0,4,0,8,0,0,0,0,1,1,6,1,-1,1397,1,11,-1,-1
"44094","201401ZD30212",1,9,0,18,0,1,0,0,0,0,3,1,6,2,6,1332,1,15,9,1
"44095","201401ZD30212",2,8,0,6,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,4,1
"44096","201401ZD30213",1,4,0,18,0,8,0,0,0,0,1,1,6,1,8,125,1,3,8,1
"44097","201401ZD30213",2,9,0,9,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,9,1
"44098","201401ZD30215",1,9,0,18,0,0,0,0,0,0,3,1,6,1,9,1598,1,8,8,1
"44099","201401ZD30215",2,9,0,18,0,0,0,0,0,0,3,1,6,1,-1,2720,2,7,9,1
"44100","201401ZD30217",1,4,0,7,0,8,0,0,0,0,3,1,6,2,5,645,1,5,3,1
"44101","201401ZD30217",2,9,0,18,0,8,0,0,0,0,1,1,6,2,6,1329,1,2,6,1
"44102","201401ZD30218",1,9,0,18,0,0,1,0,0,0,1,1,6,1,6,2993,2,9,5,1
"44103","201401ZD30218",2,9,0,18,0,0,0,0,0,0,4,1,6,2,5,2231,2,6,6,1
"44104","201401ZD30219",1,9,0,9,0,8,0,0,0,0,4,1,6,2,11,1149,1,12,10,1
"44105","201401ZD30219",2,9,0,18,0,8,0,0,0,0,1,1,6,1,10,1991,2,5,8,1
"44106","201401ZD30220",1,9,0,3,0,0,0,0,0,0,2,1,6,1,6,1995,2,7,5,1
"44107","201401ZD30220",2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,1248,2,6,-1,-1
"44108","201401ZD30221",1,9,0,4,0,1,0,0,0,0,2,1,6,2,7,2616,1,10,3,1
"44109","201401ZD30221",2,9,0,4,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
"44110","201401ZD30222",1,19,0,18,0,0,0,0,0,0,3,1,6,1,7,-1,-1,-1,9,1
"44111","201401ZD30222",2,5,0,13,0,0,0,0,0,0,4,1,6,1,6,599,1,13,5,1
"44112","201401ZD30223",1,9,0,1,0,0,0,0,0,0,2,1,6,1,-1,1364,1,4,-1,-1
"44113","201401ZD30224",1,9,0,18,0,8,0,0,0,0,4,1,6,1,9,2295,1,13,2,1
"44114","201401ZD30224",2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"44115","201401ZD30225",1,11,0,4,0,1,0,0,0,0,0,1,1,1,9,-1,-1,-1,10,1
"44116","201401ZD30227",1,9,0,1,0,2,0,0,0,0,4,1,6,1,5,-1,-1,-1,3,1
"44117","201401ZD30227",2,9,0,18,0,2,0,0,0,0,1,1,6,2,10,1796,1,14,6,1
"44118","201401ZD30228",1,19,0,18,0,1,0,0,0,0,1,1,1,1,7,-1,-1,-1,1,1
"44119","201401ZD30228",2,19,0,18,0,2,0,0,0,0,1,1,1,1,6,2402,2,12,2,1
"44120","201401ZD30229",1,9,0,18,0,1,0,0,0,0,4,1,6,2,-1,2360,1,13,-1,-1
"44121","201401ZD30230",1,19,0,7,0,8,0,0,0,0,4,1,1,1,6,1998,2,12,5,3
"44122","201401ZD30230",2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,6,1
"44123","201401ZD30232",1,9,0,18,0,1,1,10,1,2,3,1,6,1,5,1598,1,4,1,1
"44124","201401ZD30233",1,9,0,18,0,2,0,0,0,0,1,1,6,1,11,1999,1,8,9,1
"44125","201401ZD30234",1,9,0,9,0,8,0,0,0,0,4,1,6,2,6,1364,1,8,2,1
"44126","201401ZD30234",2,4,0,18,0,8,0,0,0,0,1,1,6,1,6,400,1,26,6,1
"44127","201401ZD30235",1,11,0,18,0,1,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1
"44128","201401ZD30236",1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,1,1
"44129","201401ZD30237",1,9,0,18,0,0,0,0,0,0,1,1,6,1,7,2000,1,9,4,1
"44130","201401ZD30238",1,9,0,10,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,-1,-1
"44131","201401ZD30238",2,4,0,18,0,8,0,0,0,0,1,1,1,1,5,-1,-1,-1,-1,-1
"44132","201401ZD30239",1,9,0,18,0,8,0,0,0,0,1,1,6,1,5,1995,2,8,3,1
"44133","201401ZD30239",2,4,0,9,0,8,0,0,0,0,4,1,6,1,10,-1,-1,-1,-1,-1
"44134","201401ZD30240",1,3,0,9,0,8,0,0,0,0,1,1,1,1,6,125,1,8,5,1
"44135","201401ZD30240",2,9,0,18,0,8,0,0,0,0,3,1,6,1,6,2979,1,11,4,1
"44136","201401ZD30241",1,9,0,18,0,8,0,0,0,0,3,1,6,2,6,1329,1,4,-1,-1
"44137","201401ZD30241",2,9,0,18,0,8,0,0,0,0,1,1,6,2,10,1560,2,2,8,1
"44138","201401ZD30243",1,9,0,18,0,1,0,10,1,2,1,1,6,2,-1,-1,-1,-1,4,1
"44139","201401ZD30244",1,9,0,18,0,2,0,0,0,0,4,1,6,2,6,1686,2,2,-1,-1
"44140","201401ZD30244",2,9,0,5,0,2,0,0,0,0,3,1,6,3,-1,1910,2,6,-1,-1
"44141","201401ZD30245",1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"44142","201401ZD30246",1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,1598,1,7,5,1
"44143","201401ZD30247",1,9,0,18,0,0,0,0,0,0,1,1,1,1,5,1686,2,9,1,1
"44144","201401ZD30247",2,9,0,4,0,0,0,0,0,0,2,1,6,1,7,-1,-1,-1,4,1
"44145","201401ZD30248",1,9,0,18,0,0,0,0,0,0,1,1,6,1,10,-1,-1,-1,2,1
"44146","201401ZD30248",2,9,0,18,0,0,0,0,0,0,2,1,6,1,7,1242,1,6,-1,-1
"44147","201401ZD30249",1,9,0,18,0,8,0,0,0,0,1,1,6,1,4,1389,1,12,6,1
"44148","201401ZD30249",2,9,0,9,0,8,0,0,0,0,4,1,6,2,4,-1,-1,-1,-1,-1
"44149","201401ZD30249",3,9,0,3,0,8,0,0,0,0,1,1,1,1,8,1598,1,7,6,1
"44150","201401ZD30252",1,10,0,18,0,2,0,0,0,0,1,1,1,1,9,-1,-1,-1,8,1
"44151","201401ZD30253",1,9,0,3,0,1,0,0,0,0,2,1,6,2,4,875,1,1,8,1
"44152","201401ZD30253",2,11,0,4,0,1,0,0,0,0,1,1,1,2,7,-1,-1,-1,5,1
"44153","201401ZD30254",1,9,0,18,0,1,0,0,0,0,1,1,6,2,6,1796,1,9,2,1
"44154","201401ZD30255",1,11,0,4,0,1,0,0,0,0,0,1,1,2,6,3900,2,9,8,1
"44155","201401ZD30256",1,3,0,5,0,1,0,0,0,0,2,1,6,1,7,124,1,1,-1,-1
"44156","201401ZD30256",2,9,0,18,0,1,0,0,0,0,1,1,6,2,8,2793,1,15,6,1
"44157","201401ZD30257",1,9,0,18,0,1,0,0,0,0,1,1,6,1,10,-1,-1,-1,6,1
"44158","201401ZD30258",1,9,0,1,9,0,0,0,0,0,2,1,6,1,8,1296,1,15,2,1
"44159","201401ZD30259",1,9,0,5,0,2,0,0,0,0,1,1,6,1,8,1390,1,10,2,1
"44160","201401ZD30259",2,9,0,18,0,1,0,0,0,0,1,1,6,1,5,1896,1,15,-1,-1
"44161","201401ZD30260",1,3,0,18,0,0,0,0,0,0,1,1,6,1,4,124,1,13,9,1
"44162","201401ZD30260",2,9,0,5,0,0,0,0,0,0,3,1,6,1,7,1360,1,11,2,1
"44163","201401ZD30262",1,9,0,7,0,8,0,0,0,0,3,1,6,1,-1,1796,1,12,1,1
"44164","201401ZD30262",2,3,0,18,0,8,0,0,0,0,1,1,6,2,5,124,1,1,-1,-1
"44165","201401ZD30263",1,9,0,13,0,1,0,0,0,0,4,1,6,2,4,1248,2,8,3,1
"44166","201401ZD30263",2,11,0,5,0,1,0,0,0,0,3,1,1,1,6,9000,2,5,3,1
"44167","201401ZD30264",1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,1595,1,12,-1,-1
"44168","201401ZD30265",1,2,0,18,0,8,0,0,0,0,1,1,1,1,6,125,1,2,4,1
"44169","201401ZD30265",2,9,0,9,0,8,0,0,0,0,2,1,6,1,8,1796,1,6,8,1
"44170","201401ZD30266",1,9,0,18,0,1,0,11,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"44171","201401ZD30267",1,19,0,18,0,1,0,0,0,0,1,1,1,1,8,2151,2,13,-1,-1
"44172","201401ZD30268",1,9,0,9,0,8,0,0,0,0,3,1,6,1,8,2143,2,3,2,1
"44173","201401ZD30268",2,3,0,13,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,6,1
"44174","201401ZD30271",1,9,0,16,0,8,0,0,0,0,4,1,6,1,10,2597,1,13,5,1
"44175","201401ZD30271",2,9,0,7,0,8,0,0,0,0,1,1,6,2,7,796,1,14,5,1
"44176","201401ZD30272",1,1,0,18,0,1,0,0,0,0,3,1,6,1,8,-1,-1,-1,3,1
"44177","201401ZD30272",2,19,0,13,0,1,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
"44178","201401ZD30274",1,9,0,18,0,2,5,10,7,10,1,1,6,2,6,1390,1,12,8,1
"44179","201401ZD30275",1,9,0,18,0,1,0,0,0,0,1,1,6,2,9,1339,1,10,-1,-1
"44180","201401ZD30275",2,9,0,5,0,1,0,0,0,0,3,1,6,2,8,2497,1,14,-1,-1
"44181","201401ZD30277",1,9,0,2,0,2,0,0,0,0,3,1,6,1,-1,3724,1,11,5,1
"44182","201401ZD30277",2,1,0,14,0,2,0,8,0,0,1,1,6,1,6,-1,-1,-1,3,1
"44183","201401ZD30278",1,1,0,14,0,1,0,8,0,0,1,1,6,1,8,-1,-1,-1,3,1
"44184","201401ZD30278",2,9,0,2,0,1,0,0,0,0,3,1,6,1,-1,1299,1,11,4,1
"44185","201401ZD30279",1,10,0,18,0,1,0,0,0,0,1,1,1,1,9,-1,-1,-1,8,1
"44186","201401ZD30280",1,9,0,1,0,2,0,0,0,0,2,1,6,1,7,-1,-1,-1,9,1
"44187","201401ZD30281",1,9,0,18,0,8,0,0,0,0,1,1,1,1,-1,898,1,1,2,1
"44188","201401ZD30281",2,9,0,18,0,8,0,0,0,0,4,1,6,1,8,1769,1,9,-1,-1
"44189","201401ZD30282",1,9,0,18,0,0,0,0,0,0,1,1,6,1,5,2148,2,9,4,1
"44190","201401ZD30283",1,5,0,18,0,1,0,0,0,0,1,1,6,1,5,600,1,9,3,1
"44191","201401ZD30283",2,9,0,12,0,1,0,0,0,0,3,1,1,1,-1,999,1,-1,2,1
"44192","201401ZD30285",1,3,0,13,0,1,0,0,0,0,1,1,6,1,5,125,1,-1,9,1
"44193","201401ZD30285",2,9,0,18,0,1,0,0,0,0,2,1,6,2,6,1229,1,-1,2,1
"44194","201401ZD30286",1,9,0,1,0,2,0,10,1,4,2,1,6,3,-1,1997,1,13,-1,-1
"44195","201401ZD30286",2,9,0,3,0,1,0,0,0,0,1,1,6,2,8,1149,1,14,2,1
"44196","201401ZD30288",1,9,0,9,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1
"44197","201401ZD30288",2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,7,1
"44198","201401ZD30289",1,9,0,9,0,8,0,0,0,0,3,1,6,1,10,1990,1,20,5,1
"44199","201401ZD30289",2,2,0,18,0,8,0,0,0,0,4,1,6,1,4,125,1,1,10,1
