"","Acc_Index","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location.Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","X1st_Point_of_Impact","Was_Vehicle_Left_Hand_Drive","Journey_Purpose_of_Driver","Sex_of_Driver","Age_Band_of_Driver","Engine_Capacity_.CC.","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type"
"32299","201401TW60521",2,9,0,4,0,0,0,0,0,0,1,1,6,1,-1,2993,2,6,-1,-1
"32300","201401TW60523",1,19,0,9,0,0,0,0,0,0,3,1,1,1,8,1995,2,5,10,1
"32301","201401TW60523",2,1,0,18,5,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,5,1
"32302","201401TW60525",1,11,0,3,0,0,0,0,0,0,0,1,1,2,8,5883,2,12,1,1
"32303","201401TW60526",1,3,0,18,0,0,0,0,0,0,4,1,4,1,4,125,1,3,-1,-1
"32304","201401TW60526",2,9,0,12,0,0,0,0,0,0,1,1,6,2,10,1896,2,11,6,1
"32305","201401TW60528",1,10,0,9,0,8,0,0,1,0,1,1,3,1,6,4249,2,6,6,1
"32306","201401TW60528",2,1,0,18,0,8,0,0,0,0,1,1,6,2,10,-1,-1,-1,-1,-1
"32307","201401TW60529",1,9,0,16,0,8,0,0,1,0,1,1,6,1,8,1997,2,12,9,1
"32308","201401TW60529",2,9,0,16,0,8,0,0,1,0,2,1,6,1,8,1391,1,19,9,1
"32309","201401TW60529",3,9,0,16,0,8,0,0,0,0,2,1,6,1,-1,1598,2,2,5,1
"32310","201401TW60532",1,9,0,9,0,8,0,0,0,0,1,1,2,1,5,2143,2,3,3,1
"32311","201401TW60532",2,5,0,14,0,8,0,0,0,0,1,1,2,1,6,600,1,8,10,1
"32312","201401TW60533",1,8,0,5,0,0,0,0,0,0,1,1,6,1,8,-1,-1,-1,6,1
"32313","201401TW60533",2,1,0,5,0,0,0,0,0,0,3,1,6,1,2,-1,-1,-1,8,1
"32314","201401TW60534",1,9,0,9,0,8,0,0,0,0,1,1,2,1,7,4163,1,3,-1,-1
"32315","201401TW60534",2,5,0,18,0,8,0,0,0,0,1,1,2,1,8,398,1,6,5,1
"32316","201401TW60535",1,9,0,13,0,0,0,0,0,0,4,1,6,2,7,-1,-1,-1,9,1
"32317","201401TW60535",2,1,0,12,0,0,0,0,0,0,1,1,6,1,4,-1,-1,-1,7,1
"32318","201401TW60536",1,1,0,18,0,0,0,0,0,0,1,1,6,1,7,-1,-1,-1,10,1
"32319","201401TW60537",1,9,0,4,0,8,0,0,0,0,2,1,6,1,8,1998,2,8,7,1
"32320","201401TW60537",2,5,0,18,0,8,0,0,0,0,1,1,1,1,6,899,1,15,5,1
"32321","201401TW60538",1,8,0,9,0,8,0,0,0,0,1,1,1,1,9,1797,8,4,-1,-1
"32322","201401TW60539",1,1,0,18,0,8,0,0,0,0,4,1,2,2,9,-1,-1,-1,9,1
"32323","201401TW60539",2,9,0,9,0,8,0,0,0,0,1,1,2,1,8,1598,1,13,6,1
"32324","201401TW60540",1,9,0,6,0,8,0,0,0,0,3,1,6,2,5,1248,1,2,7,1
"32325","201401TW60540",2,1,0,14,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,3,1
"32326","201401TW60541",1,9,0,5,0,0,0,0,0,0,1,1,4,2,9,1240,1,5,7,1
"32327","201401TW60541",2,9,0,3,0,0,0,0,1,0,3,1,6,2,7,1590,1,9,-1,-1
"32328","201401TW60542",1,9,0,18,0,0,0,0,0,0,1,1,1,2,-1,-1,-1,-1,-1,-1
"32329","201401TW60543",1,1,0,9,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,10,1
"32330","201401TW60543",2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"32331","201401TW60545",1,9,0,9,0,8,0,0,0,0,1,1,6,2,9,-1,-1,-1,9,1
"32332","201401TW60545",2,9,0,5,0,8,0,0,0,0,1,1,6,1,8,1598,1,11,6,1
"32333","201401TW60546",1,11,0,11,0,0,0,0,0,0,0,1,1,1,8,9000,2,5,5,1
"32334","201401TW60547",1,9,0,17,0,8,1,11,1,1,1,1,6,1,6,1299,1,12,4,1
"32335","201401TW60548",1,1,0,18,0,0,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,-1
"32336","201401TW60549",1,9,0,5,0,8,0,0,0,0,1,1,1,1,7,1598,2,4,8,1
"32337","201401TW60549",2,1,0,16,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,9,1
"32338","201401TW60550",1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,2494,1,13,-1,-1
"32339","201401TW60550",2,1,0,18,0,8,0,0,0,0,2,1,6,1,5,-1,-1,-1,8,1
"32340","201401TW60551",1,1,0,18,0,8,0,10,1,2,1,1,6,2,8,-1,-1,-1,3,1
"32341","201401TW60552",1,19,0,5,0,8,0,0,0,0,1,1,1,1,6,1753,2,2,6,1
"32342","201401TW60552",2,3,0,5,0,8,0,0,0,0,1,1,2,1,4,124,1,-1,9,1
"32343","201401TW60553",1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"32344","201401TW60554",1,3,0,18,0,8,0,0,0,0,1,1,6,1,5,125,1,9,4,1
"32345","201401TW60554",2,9,0,9,0,8,0,0,0,0,3,1,6,1,9,3189,1,10,-1,-1
"32350","201401TW60556",1,9,0,9,0,8,0,0,0,0,1,1,6,2,6,1388,1,11,-1,3
"32351","201401TW60556",2,9,0,18,0,8,0,0,1,0,1,1,6,2,7,1998,1,11,6,1
"32352","201401TW60557",1,9,0,4,0,0,0,0,0,0,4,1,3,2,7,1995,2,-1,7,1
"32353","201401TW60558",1,9,0,4,0,0,0,0,0,0,2,1,6,1,8,1560,2,7,5,1
"32354","201401TW60558",2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"32355","201401TW60559",1,5,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,9,1
"32356","201401TW60559",2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,8,1
"32357","201401TW60560",1,9,0,9,0,8,0,0,0,0,1,1,2,2,6,1999,1,1,6,1
"32358","201401TW60560",2,1,0,18,0,8,0,0,0,0,1,1,2,1,7,-1,-1,-1,-1,-1
"32359","201401TW60561",1,9,0,18,0,0,0,0,0,0,2,1,2,2,7,1995,2,11,9,1
"32360","201401TW60561",2,5,0,18,0,0,0,0,0,0,1,1,6,1,9,1670,1,9,10,1
"32361","201401TW60563",1,9,0,3,0,8,0,0,0,0,2,1,6,2,8,1995,1,4,6,1
"32362","201401TW60563",2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,1198,1,9,9,1
"32363","201401TW60564",1,3,0,7,0,8,1,0,0,0,0,1,6,1,4,125,1,9,3,1
"32364","201401TW60565",1,1,0,18,0,0,0,0,0,0,2,1,2,1,-1,-1,-1,-1,-1,-1
"32365","201401TW60565",2,9,0,13,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
"32366","201401TW60566",1,9,0,5,0,0,2,4,0,0,4,1,6,1,6,1360,1,6,9,1
"32367","201401TW60566",2,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,1390,1,2,-1,-1
"32368","201401TW60567",1,9,0,14,0,0,0,0,0,0,3,1,1,1,-1,1364,1,5,8,1
"32369","201401TW60567",2,20,0,14,0,0,0,0,0,0,1,1,1,1,-1,2494,2,8,8,1
"32370","201401TW60570",1,9,0,5,0,8,0,0,0,0,2,1,6,1,9,1796,1,5,8,1
"32371","201401TW60570",2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,7,1
"32372","201401TW69002",1,9,0,18,0,0,0,0,1,10,1,1,6,2,9,1399,1,11,3,1
"32373","201401TW69006",1,11,0,7,0,8,0,0,0,0,4,1,1,1,6,5883,2,12,6,1
"32374","201401TW69008",1,9,0,16,0,8,0,0,0,0,1,1,2,1,6,1895,1,14,5,1
"32375","201401TW69008",2,1,0,17,0,8,0,0,0,0,2,1,1,1,7,-1,-1,-1,9,1
"32376","201401TW69014",1,1,0,9,0,8,0,0,0,0,1,1,4,1,8,-1,-1,-1,9,1
"32377","201401TW69014",2,9,0,9,0,8,0,0,0,0,4,1,6,1,-1,2521,1,10,9,1
"32378","201401TW69023",1,9,0,3,0,8,0,0,0,0,2,1,4,1,7,1995,2,4,8,1
"32379","201401TW69023",2,9,0,4,0,8,0,0,0,0,1,1,6,1,6,1248,2,8,1,1
"32380","201401TW69040",1,9,0,4,0,1,0,0,0,0,2,1,6,2,8,1396,1,12,9,1
"32381","201401TW69040",2,9,0,18,0,1,0,0,0,0,1,1,6,1,4,1390,1,8,10,1
"32604","201401TX20152",1,4,0,16,0,8,0,0,0,0,2,1,2,2,4,-1,-1,-1,6,1
"32605","201401TX20152",2,9,0,16,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"32918","201401TX20348",1,9,0,8,0,1,0,0,0,0,2,1,6,1,4,1598,2,1,5,1
"32919","201401TX20348",2,90,0,18,0,1,0,0,0,0,1,1,1,1,9,6870,2,9,6,1
"32922","201401TX20351",1,9,0,18,0,8,0,10,1,0,3,1,6,1,9,1896,2,4,3,1
"32923","201401TX20351",2,9,0,18,0,8,0,10,1,2,1,1,6,1,11,3189,1,11,10,2
"330391","201401TX20420",1,8,0,4,0,0,0,0,0,0,4,1,1,1,9,1995,2,6,5,1
"33040","201401TX20420",2,1,0,18,0,0,0,0,0,0,3,1,6,1,6,-1,-1,-1,4,1
"33384","201401TX20630",1,9,0,4,0,0,0,0,0,0,4,1,6,1,8,1124,1,11,7,1
"33400","201401TX20640",1,9,0,18,0,0,0,0,0,0,2,1,6,1,8,1753,2,13,3,1
"33401","201401TX20640",2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,1968,2,9,-1,-1
"336181","201401TX20762",1,9,0,18,0,8,0,0,0,0,1,1,6,2,6,1984,1,12,-1,-1
"336191","201401TX20762",2,9,0,9,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
"33621","201401TX20764",1,9,0,2,0,1,0,0,0,0,2,1,6,1,8,1984,1,9,7,1
"33622","201401TX20764",2,9,0,18,0,1,0,4,0,0,1,1,6,2,7,1587,1,14,4,1
"33644","201401TX20778",1,9,0,3,0,0,0,0,0,0,2,1,6,2,6,1242,1,5,5,1
"33645","201401TX20778",2,9,0,4,0,0,0,0,0,0,1,1,6,1,5,973,1,14,4,1
"33908","201401TX20951",1,9,0,14,0,0,0,0,0,0,1,1,6,1,5,1124,1,17,4,1
"33909","201401TX20951",2,9,0,6,0,0,0,0,0,0,3,1,1,1,6,1582,2,1,4,1
"339381","201401TX20970",1,9,0,9,0,8,0,0,0,0,3,1,6,1,7,6162,1,7,8,1
"33939","201401TX20970",2,1,0,18,0,8,0,0,0,0,1,1,6,1,9,-1,-1,-1,10,1
"34323","201401VK30174",1,21,0,7,0,8,0,0,1,0,4,1,1,1,8,11705,2,6,6,1
"34324","201401VK30174",2,1,0,7,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,5,1
"34722","201401VK30425",1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"34789","201401VK39014",1,19,0,4,0,0,0,0,0,0,1,1,1,1,7,3920,2,3,-1,-1
"34790","201401VK39014",2,19,0,3,0,0,0,0,0,0,2,1,1,1,6,1998,2,10,3,1
"34791","201401VK39014",3,9,0,3,0,0,0,0,0,0,2,1,6,1,6,1997,2,5,3,1
"35327","201401VW40327",1,9,0,9,0,8,0,0,0,0,3,1,6,1,7,1396,1,4,4,1
"35328","201401VW40327",2,2,0,14,0,8,0,0,0,0,1,1,6,1,10,124,1,1,-1,-1
"36062","201401WW50194",1,19,0,7,0,8,0,0,0,0,4,1,1,1,6,2143,2,2,4,1
"36063","201401WW50194",2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,3,1
"36086","201401WW50212",1,8,0,9,0,8,0,0,0,0,1,1,6,1,9,1997,2,10,3,1
"36087","201401WW50212",2,2,0,18,0,8,0,0,0,0,1,1,6,2,6,-1,-1,-1,-1,-1
"36140","201401WW50245",1,9,0,9,0,8,0,0,0,0,4,1,6,1,9,-1,-1,-1,4,1
"36141","201401WW50245",2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,7,1
"36273","201401WW50324",1,9,0,18,0,8,0,0,0,0,1,1,6,1,5,1896,2,9,4,1
"36274","201401WW50324",2,9,0,9,0,8,0,0,0,0,1,1,6,1,10,1997,2,8,-1,-1
"36283","201401WW50330",1,9,0,7,0,8,0,0,0,0,2,1,6,2,7,-1,-1,-1,3,1
"36284","201401WW50330",2,1,0,18,0,8,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
"36346","201401WW50365",1,9,0,18,0,1,0,0,0,0,1,1,6,2,9,1995,2,5,6,1
"36347","201401WW50365",2,19,0,3,0,1,0,0,0,0,2,1,6,1,6,2198,2,5,8,1
"36348","201401WW50365",3,9,0,3,0,8,0,0,0,0,2,1,6,1,6,-1,-1,-1,-1,-1
"36433","201401WW50416",1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,9,1
"36434","201401WW50416",2,9,0,15,0,8,0,0,0,0,3,1,6,2,-1,1984,1,8,9,1
"36496","201401WW50452",1,19,0,9,0,8,0,0,0,0,1,1,6,1,7,1968,2,4,6,1
"36497","201401WW50452",2,5,0,14,0,8,0,0,0,0,1,1,6,1,6,645,1,6,9,1
"36591","201401WW50505",1,3,0,18,0,8,0,0,0,0,1,1,6,1,5,124,1,5,3,1
"36592","201401WW50505",2,9,0,9,0,8,0,0,0,0,3,1,6,1,6,1968,2,1,-1,-1
"36605","201401WW50513",1,9,0,7,0,8,0,0,0,0,4,1,6,1,8,1461,2,9,1,1
"36606","201401WW50513",2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,7,1
"36631","201401WW50528",1,9,0,18,0,8,0,0,0,0,4,1,6,1,4,1461,2,-1,5,1
"36632","201401WW50528",2,3,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
"36775","201401WW50606",1,9,0,7,0,8,0,0,0,0,2,1,6,2,9,1560,2,4,7,1
"36776","201401WW50606",2,1,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,-1,-1
"36802","201401WW50622",1,1,0,9,0,8,0,0,0,0,4,1,6,1,6,-1,-1,-1,2,1
"36803","201401WW50622",2,9,0,9,0,8,0,0,0,0,1,1,6,2,6,1598,2,1,7,1
"36953","201401WW50712",1,5,0,18,0,2,0,0,0,0,4,1,6,1,6,647,1,12,-1,-1
"36954","201401WW50712",2,1,0,18,0,2,0,0,0,0,3,1,6,1,5,-1,-1,-1,3,1
"37436","201401WW51013",1,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,5,1
"37437","201401WW51013",2,9,0,9,0,8,0,0,0,0,3,1,6,1,10,1753,2,12,3,1
"37588","201401WW59025",1,1,0,18,0,8,0,0,0,0,1,1,6,2,6,-1,-1,-1,8,1
"37589","201401WW59025",2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"38110","201401XD80339",1,9,0,3,0,8,0,0,0,0,3,1,1,2,7,1598,1,6,10,1
"38111","201401XD80339",2,9,0,14,0,8,0,0,0,0,1,1,6,1,-1,1595,1,15,-1,-1
"43832","201401ZD30001",1,9,0,3,0,1,0,0,0,0,2,1,1,2,5,-1,-1,-1,4,1
"43833","201401ZD30001",2,9,0,4,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"43834","201401ZD30002",1,9,0,5,0,1,0,0,0,0,1,1,6,2,7,599,1,12,6,1
"43835","201401ZD30008",1,9,0,4,0,1,0,0,0,0,2,1,6,2,6,1598,1,7,9,1
"43836","201401ZD30008",2,9,0,4,0,1,0,0,0,0,1,1,6,1,9,1998,1,9,-1,-1
"43837","201401ZD30009",1,9,0,4,0,1,0,0,0,0,2,1,6,2,6,-1,-1,-1,4,1
"43838","201401ZD30009",2,9,0,4,0,1,0,0,0,0,1,1,6,1,9,1595,1,5,6,1
"43839","201401ZD30010",1,9,0,4,0,1,0,0,0,0,2,1,6,2,4,1149,1,7,-1,-1
"43840","201401ZD30010",2,9,0,4,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43841","201401ZD30011",1,9,0,9,0,8,0,0,0,0,3,1,6,1,8,1796,1,13,5,1
"43842","201401ZD30011",2,5,0,18,0,8,0,0,0,0,1,1,6,1,9,1170,1,5,7,3
"43843","201401ZD30013",1,19,0,18,0,1,5,0,0,0,0,1,1,1,6,1995,2,6,3,1
"43844","201401ZD30015",1,9,0,18,0,2,0,0,0,0,1,1,6,1,6,-1,-1,-1,7,1
"43845","201401ZD30017",1,9,0,11,0,1,0,0,0,0,4,1,6,2,5,1461,2,8,5,1
"43846","201401ZD30017",2,1,0,18,0,1,0,0,0,0,3,1,6,1,6,-1,-1,-1,4,1
"43847","201401ZD30019",1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1968,2,7,6,1
"43848","201401ZD30019",2,9,0,7,0,8,0,0,0,0,3,1,6,2,4,1794,1,11,6,1
"43849","201401ZD30020",1,9,0,2,0,2,0,0,0,0,3,1,6,1,7,-1,-1,-1,2,1
"43850","201401ZD30020",2,9,0,18,0,1,0,8,0,0,1,1,6,3,-1,1598,1,14,-1,-1
"43851","201401ZD30021",1,9,0,9,0,8,0,0,0,0,4,1,6,1,7,1595,1,12,5,1
"43852","201401ZD30021",2,9,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,5,1
"43853","201401ZD30024",1,9,0,9,0,8,0,0,0,0,4,1,6,2,6,1398,2,3,3,1
"43854","201401ZD30025",1,9,0,4,0,0,0,4,0,0,1,1,6,1,4,1900,2,9,10,1
"43855","201401ZD30025",2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
"43856","201401ZD30025",3,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,1587,1,13,-1,-1
"43857","201401ZD30026",1,19,0,18,0,1,0,0,0,0,1,1,1,1,7,2500,2,9,-1,-1
"43858","201401ZD30027",1,11,0,4,0,1,0,0,0,0,1,1,1,1,7,4500,2,2,3,1
"43859","201401ZD30028",1,11,0,4,0,1,0,0,0,0,1,1,1,1,8,-1,2,13,5,1
"43860","201401ZD30029",1,3,0,18,0,8,0,0,0,0,1,1,6,1,-1,249,1,8,-1,-1
"43861","201401ZD30029",2,3,0,9,0,8,0,0,0,0,4,1,6,2,-1,-1,-1,-1,-1,-1
"43862","201401ZD30030",1,11,0,5,0,2,0,0,0,0,0,1,1,1,6,9000,2,5,3,1
"43863","201401ZD30031",1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,1086,1,8,-1,-1
"43864","201401ZD30032",1,9,0,13,0,1,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
"43865","201401ZD30032",2,1,0,18,0,1,0,0,0,0,3,1,6,1,9,-1,-1,-1,7,1
"43866","201401ZD30033",1,9,0,3,0,8,0,0,0,0,2,1,6,2,7,1242,1,5,4,1
"43867","201401ZD30033",2,9,0,4,0,8,0,0,0,0,1,1,6,1,5,1596,1,5,3,1
"43868","201401ZD30035",1,9,0,4,0,2,0,0,0,0,1,1,6,2,6,1242,1,11,-1,-1
"43869","201401ZD30035",2,9,0,4,0,2,0,0,0,0,2,1,6,1,8,1796,1,11,3,1
"43870","201401ZD30035",3,9,0,4,0,2,0,0,0,0,2,1,6,2,6,1968,2,5,-1,-1
"43871","201401ZD30036",1,2,0,18,0,2,0,0,0,0,1,1,6,1,-1,125,1,2,-1,-1
"43872","201401ZD30039",1,9,0,9,0,8,0,0,0,0,3,1,1,1,7,1598,1,6,10,1
"43873","201401ZD30039",2,9,0,17,0,8,0,0,0,0,1,1,1,1,7,1390,1,7,4,1
"43874","201401ZD30040",1,9,0,18,0,8,0,0,0,0,1,1,6,2,5,-1,-1,-1,2,1
"43875","201401ZD30040",2,9,0,3,0,8,0,0,0,0,2,1,6,1,6,1390,1,13,3,1
"43876","201401ZD30042",1,9,0,18,0,8,0,0,0,0,1,1,6,1,11,1124,1,13,2,1
"43877","201401ZD30042",2,9,0,9,0,8,0,0,0,0,3,1,6,3,-1,1997,1,15,-1,-1
"43878","201401ZD30045",1,9,0,14,0,2,0,0,0,0,1,1,6,2,8,1968,2,7,4,1
"43879","201401ZD30045",2,9,0,18,0,1,0,0,0,0,1,1,1,1,9,1124,1,14,-1,-1
"43880","201401ZD30046",1,9,0,18,0,8,0,10,2,10,1,1,6,1,10,1360,1,7,3,1
"43881","201401ZD30047",1,9,0,18,0,1,0,0,0,0,4,1,6,2,8,1998,2,12,2,1
"43882","201401ZD30047",2,9,0,12,0,1,0,0,0,0,3,1,6,3,-1,1598,1,7,-1,-1
"43883","201401ZD30048",1,9,0,3,0,1,0,0,0,0,2,1,6,2,4,875,1,2,8,1
"43884","201401ZD30048",2,9,0,5,0,1,0,0,0,0,1,1,6,2,9,1587,1,11,7,1
"43885","201401ZD30050",1,9,0,18,0,2,0,0,0,0,1,1,6,1,7,1988,1,11,4,1
"43886","201401ZD30051",1,9,0,9,1,8,0,10,7,7,1,1,6,1,6,1400,1,14,1,1
"43887","201401ZD30052",1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43888","201401ZD30054",1,3,0,18,0,2,0,0,0,0,3,1,6,1,9,108,1,4,6,1
"43889","201401ZD30054",2,19,0,11,0,2,0,0,0,0,4,1,6,3,-1,1598,2,1,-1,-1
"43890","201401ZD30057",1,9,0,18,0,2,0,0,0,0,2,1,6,2,8,1598,1,4,3,1
"43891","201401ZD30057",2,9,0,18,0,2,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
"43892","201401ZD30058",1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43893","201401ZD30059",1,19,0,4,0,1,0,0,0,0,2,1,1,1,6,2148,2,6,6,1
"43894","201401ZD30059",2,9,0,4,0,1,0,0,0,0,1,1,6,1,4,1149,1,7,6,1
"43895","201401ZD30060",1,11,0,18,0,0,0,0,0,0,1,1,1,1,-1,-1,2,14,-1,-1
"43896","201401ZD30062",1,3,0,18,0,8,0,0,0,0,1,1,6,2,9,85,1,13,2,1
"43897","201401ZD30062",2,9,0,7,0,8,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
"43898","201401ZD30063",1,9,0,4,0,1,0,0,0,0,2,1,6,2,-1,1995,2,7,-1,-1
"43899","201401ZD30063",2,17,0,4,0,1,0,0,0,0,1,1,6,1,7,-1,-1,-1,5,1
"43900","201401ZD30065",1,9,0,9,0,8,0,0,0,0,3,1,1,1,6,1596,1,1,2,1
"43901","201401ZD30065",2,2,0,18,0,8,0,0,0,0,1,1,6,1,7,124,1,4,5,1
"43902","201401ZD30066",1,9,0,18,0,8,0,0,0,0,4,1,6,1,6,1598,1,11,2,1
"43903","201401ZD30066",2,19,0,11,0,8,0,0,0,0,3,1,1,1,6,-1,-1,-1,6,1
"43904","201401ZD30067",1,9,0,18,0,2,0,0,0,0,1,1,6,1,8,998,1,1,-1,1
"43905","201401ZD30068",1,3,0,18,0,2,0,0,0,0,1,1,1,1,6,125,1,11,5,1
"43906","201401ZD30068",2,9,0,5,0,2,0,0,0,0,2,1,6,2,5,1587,1,7,10,1
"43907","201401ZD30069",1,9,0,3,0,1,0,0,0,0,2,1,6,2,7,1798,1,3,10,1
"43908","201401ZD30069",2,9,0,4,0,1,0,0,0,0,1,1,6,2,-1,1497,8,8,2,1
"43909","201401ZD30070",1,9,0,6,0,2,0,0,0,0,1,1,6,1,7,-1,-1,-1,4,1
"43910","201401ZD30070",2,9,0,18,0,2,0,0,0,0,3,1,6,2,6,1598,1,10,6,1
"43911","201401ZD30071",1,2,0,18,0,1,0,0,0,0,1,1,6,1,9,649,1,5,3,1
"43912","201401ZD30071",2,9,0,12,0,1,0,0,0,0,3,1,6,1,4,2148,2,11,-1,-1
"43913","201401ZD30072",1,9,0,7,0,8,0,10,1,10,1,1,1,2,8,1598,1,15,2,1
"43914","201401ZD30073",1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43915","201401ZD30074",1,9,0,9,0,8,0,0,0,0,3,1,6,2,7,1339,8,6,-1,-1
"43916","201401ZD30074",2,5,0,13,0,8,0,0,0,0,1,1,6,1,-1,600,1,13,9,1
"43917","201401ZD30075",1,9,0,18,0,0,0,0,0,0,1,1,6,2,6,1497,1,8,4,1
"43918","201401ZD30077",1,9,0,9,0,8,0,0,0,0,4,1,6,2,6,1348,1,12,-1,-1
"43919","201401ZD30077",2,9,0,18,0,8,0,0,0,0,1,1,6,2,6,2295,1,12,-1,-1
"43920","201401ZD30078",1,9,0,9,0,8,0,0,0,0,4,1,6,1,8,1364,1,4,5,1
"43921","201401ZD30078",2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,5,1
"43922","201401ZD30080",1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,2148,2,5,-1,-1
"43923","201401ZD30082",1,1,0,17,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,-1
"43924","201401ZD30082",2,9,0,7,0,8,0,0,0,0,3,1,6,2,-1,1796,7,9,-1,-1
"43925","201401ZD30083",1,1,0,7,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,3,1
"43926","201401ZD30083",2,9,0,7,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1
"43927","201401ZD30085",1,9,0,7,0,8,0,0,0,0,3,1,6,1,6,1900,2,10,-1,-1
"43928","201401ZD30085",2,9,0,18,0,8,0,0,0,0,1,1,6,1,8,2793,1,14,-1,-1
"43929","201401ZD30086",1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43930","201401ZD30088",1,9,0,18,0,8,0,0,0,0,4,1,6,2,6,1390,1,3,8,1
"43931","201401ZD30088",2,9,0,18,0,8,0,0,0,0,1,1,6,2,5,1598,1,10,5,1
"43932","201401ZD30089",1,9,0,4,0,1,0,0,0,0,1,1,6,1,-1,1997,1,15,4,1
"43933","201401ZD30089",2,9,0,3,0,1,0,0,0,0,2,1,6,2,7,1598,1,11,2,1
"43934","201401ZD30090",1,9,0,3,0,1,0,0,0,0,2,1,6,2,6,1339,8,5,3,1
"43935","201401ZD30090",2,9,0,4,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43936","201401ZD30091",1,9,0,18,0,1,0,0,0,0,1,1,6,2,8,1590,1,10,6,1
"43937","201401ZD30092",1,11,0,18,0,1,0,0,0,0,1,1,1,2,8,9200,2,9,-1,-1
"43938","201401ZD30093",1,11,0,18,0,2,0,0,0,0,1,1,1,1,6,9200,2,11,3,1
"43939","201401ZD30095",1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"43940","201401ZD30096",1,9,0,3,0,8,0,0,0,0,3,1,6,2,7,1598,1,5,2,1
"43941","201401ZD30096",2,17,4,9,0,8,0,0,0,0,4,1,1,1,-1,-1,-1,-1,-1,-1
"43942","201401ZD30098",1,9,0,4,0,0,0,0,0,0,2,1,6,2,8,2000,2,5,10,2
"43943","201401ZD30098",2,9,0,4,0,0,0,0,0,0,1,1,6,2,-1,1984,1,4,-1,-1
